"[창립20주년영상] 결제도 상생의 법칙이 있다?! 대금 걱정 OUT!","결제, 그게 뭐길래 이렇게 복잡했냐고요? 상생결제제도는 중소기업 대금을 안전하고 신속하게 받을 수 있도록 설계된 결제의 새 시대!","27106","2"
"[지금 거신 전화는] 채수빈의 거짓말에 분노하는 유연석 ＂왜 그렇게까지 속였어?＂, MBC 241213 방송","More clips are available iMBC https://program.imbc.com/WhenThePhoneRings #유연석 #채수빈 #지금거신전화는 ...","303980","1894"
"황정민, 남몰래 이하늬 돕고 있던 언더커버 스파이★","황정민(김마리)은 이하늬(박경선)를 남몰래 돕고 있었던 일에 대해 이야기한다. 드라마 | 열혈사제2 10회 본방송 | 12월 13일 금요일 밤 ...","121058","606"
"발롱두 금카는 얼마나 좋을까..?","fc온라인 #피파온라인4 #호날두 #매드무비.","557811","14435"
"이승만의 눈물의 기도가 떠오르는 요즘 시국 #shorts","풀영상 보기 : https://youtu.be/Cd_ZGTbZvDw.","32731","5466"
"탄핵 카운트다운! 우리 살 길 탄핵이 답이다☃️ #탄핵챌린지 #탄핵이답이다 #탄핵이다비다","[탄핵 캐롤 함께 불러요!] 유튜브에서 대유행중인 탄핵 챌린지 저도 우리 보좌진들과 함께 찍어 보았습니다. 탄핵이 답이다~~ 탄핵이 답 ...","32906","5281"
"군대는 이제 더 내려 갈 곳도 없다","","207042","4563"
"&#39;친윤 핵심&#39; 권성동도 깜짝...尹 긴급 담화에 보인 반응이 [지금이뉴스]  / YTN","12일 권성동 국민의힘 의원이 새 원내대표로 선출된 가운데, 윤석열 대통령의 대국민 담화를 실시간으로 시청하며 당황한 모습이 포착 ...","16893","154"
"아내가 장모님에게 선물한 생일선물이 너무 화나는남편","","32298","1842"
"타이어가 검정색인 이유","","686316","7132"
"체리 아이스 큐브 말랑이 만들기❤️‍🩹Cherry Ice Cube🔥Squishy DIY with Nano Tape! #실리콘테이프","","331810","0"
"2024-12-12 00:00:00","","-1","-1"
"[엔플라잉 유회승] 우리가 기다리던 겨울이야 ☃️ #cover #shorts","엔플라잉 #유회승 #cover #회브리싱 케이시 (Kassy) - 녹지않을게.","676","30"
"BTS 진 쇼케이스 연습실 라이브 모음zip 김석진은 라이브지 #bts #Jin #김석진 #쇼케이스 #라이브  #shorts","","6395","806"
"은찬이 가서 눈물나는 동동이 #아따맘마","","158467","6257"
"[이슈날씨] &#39;겨울왕국&#39;이 된 대관령...시설물 점검 주의 / YTN","안녕하세요, 이슈날씨 고은재입니다. 오늘 새벽까지 강원 산간을 중심으로 눈이 이어졌습니다. 대관령은 이렇게 하얀 눈으로 뒤덮인 ...","8145","126"
"노영희 변호사가 분석한 윤수괴의 이상행동","이재명#윤석열#김건희#강혜경#명태균#녹음파일#녹취#공천개입#mbc뉴스#sbs#kbs#jtbc#골프#트럼프#창원#주식폭락#코스피# ...","302526","0"
"결말까지 완벽한 구마유시가 가장 싫어하는 닉네임 ㅋㅋㅋㅋㅋ","shorts #leagueoflegends #롤 #리그오브레전드 #t1 결말까지 완벽한 구마유시가 가장 싫어하는 닉네임 ㅋㅋㅋㅋㅋ.","281119","4829"
"배달기사가 갑자기 유턴할 수 밖에 놀라운 이유","뉴스 #감동 #쇼츠 서울 양천구의 한 도로에서 벌어진 감동적인 이야기. 배달 중이던 기사님이 갑작스레 유턴을 하며 반대편 차선으로 ...","141328","4273"
"초등1학년 꼬마친구의 터치챌린지 6학년 주하의 반응은? #춤추는곰돌 #춤추는곰돌의랜덤댄스  #kpop #dance #댄스 #music #everytimewetouch #터치챌린지","매주 토요일일요일 랜덤댄스 버스킹 을 진행하여서 재미난 챌린지 영상잉 올라갑니다^^ 구독과좋아요부탁드립니다^^ We do random ...","697095","26249"
"먼지제거는 이렇게! 몸에 안좋은 미세먼지들 이제 다 찾아서 가두어요 유명하기로 소문난 청소템2가지 소개해요 1.밀레마 더스터 먼지털이 2. 초강력 고로고로돌돌이 #살림#청소#정리","","55165","669"
"나경원이 억울해, 대통령이 눈앞에 아른아른 #박지원 #나경원 #국민의힘 #장윤선 #정치 #언론","박지원 #나경원 #국민의힘 #장윤선 #정치 #언론 국민의힘 원내대표에 나경원 의원을 예상하고 있는 박지원 의원 영상.","557368","14299"
"이 영화에 나오는 장소는 모두 CG가 아닙니다🙅 《더 폴: 디렉터스 컷》 #2차예고편 #CGV #shorts","이게 CG가 아니라고? 극장에서 꼬옥 봐야 하는 황홀한 영상 미학 글로벌 관객들이 심폐 소생해 돌아온 로이의 레전드 상상   ...","45528","177"
