"😋혼자 먹기에는 양이 많은 허니브레드?✨그런 빵 소식좌분들을 위한 미니 허니브레드?🤍그래도 원조 허니브레드가 역시 짱이지👍🏻#카페브이로그#카페#카페알바#카페vlog","","18015","322"
"허성무, 명태균과 통화를? 주고 받은 내용이 #shorts","shorts #역전의용사들 #역전의용사들 #이지은 #오창익 #전계완 #명태균 #김건희 #윤석열 #총선 #김영선.","15458","496"
"고양이의 두 눈이 휘둥그레진 이유","","8374","153"
"어좁이 어깨 넓어질 수 잇다!!","어좁이테스트2 #휴지테스트 #어깨휴지테스트 #어깨넓이 #어넓이 #어좁이 #프레임 #뼈대 http://www.ironmaxx.co.kr/ [ 아이언맥스 ...","7201","105"
"얼굴은 쪼맨한데 방뎅이가 큰 고양이","고양이 #시트콤 #아빠와고양이.","6142","124"
"[9화 선공개] 그렇고 그런 사이인 김영대X이상이...?! #손해보기싫어서","티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f 손해 보기 싫어서 시작한 결혼         야 이거 진짜 같다!!   가짜에서 ...","3691","35"
"2024-09-22 00:00:00","","-1","-1"
"티볼리에 대해 당신이 몰랐던 사실","","1511946","20061"
"취업 사기 #고양이밈","shorts.","242786","9490"
"바닥에 있는 물고기를 본 냥댕이의 반응","shorts #고양이 #강아지.","88906","1093"
"준호 케어 받으니깐 잠이 솔솔...#shorts","슈돌 가족 및 출연진을 향한 무분별한 욕설과 과도한 비방이 담긴 댓글은 출연자 보호 차원에서 삭제될 수 있습니다. ─ [슈퍼맨이 돌아 ...","56249","2232"
"2시경기 &#39;공연이 끝난후&#39; 김한나(Kim Han-na)치어리더","fancam #cheerleader #직캠 #치어리더 #korean #야구 채널에 가입하여 혜택을 누려보세요.","42207","1507"
"이 립조합 진짜 예쁘니까 꼭 한번 해보세요💕 핑크+코랄👄","틴트 #틴트추천 #봄웜 #여쿨.","27378","1318"
"여자 있는 동호회 가 전쟁인 이유 SNL","snl코리아리부트시즌6 #김아영 #김원훈 #서혜원 #권혁수 #동호회 #러닝크루 #동호회의목적 #snl코리아.","16583","199"
"능력자 - 7화 이악마에게도 초능력이? #봄애니 #roblox #animation","[봄놀이세상] 7화 이악마에게도 초능력이? #봄툰 #봄애니 #로블록스상황극 #로블록스애니메이션 #봄놀이세상 #상황극 #가족상황극 ...","11826","692"
"w선마 착취 블라디? 빡빢이 카무이!!!!!!","","9509","77"
"KBO 역대 한국시리즈 우승 횟수는 어떤팀이 제일 많을까요? TOP10 #랭킹 #프로야구 #한국시리즈 #롯데 #기아 #현대 #SSG #두산 #NC #삼성 #자이언츠 #라이온즈","","7474","32"
"尹이 말하는 &#39;반국가세력&#39;은 김태효, 혼자 국기에 대한 경례 안하고 먼산만...","정치#뉴스#김태효#국기에대한경례#국민의례#체코#체코순방#중일마.","11719","1423"
"2024-09-21 00:00:00","","-1","-1"
"밥이 안 넘어가는 동생의 발언","프로미스나인 #송하영 #이나경 #꼰대희 #예능 #방송 #나이 #귀여운 #귀여움 #표정 #걸그룹 #아이돌 #여돌 #여자아이돌 #프나 #프 ...","1731164","61077"
"수연이가 무서워요!!!","데프콘어때요 #신윤승 #조수연 매주 일요일 밤 10시 35분 KBS 2TV #개그콘서트 본방사수! Copyright c KBS. All rights reserved.","289871","6103"
"준범이가 싫다는데 #현희엄마도 못 당하쥐 #취향확실하네🤗","","137192","1667"
"네 운명이 걱정이다 #공공의적","shorts #공공의적 #강철중 #설경구 #강신일 #영화.","87382","1040"
"간지나는 아이브 가을선배의 박력 챌린지","가을 #아이브 #챌린지 #ive #워킹 #shorts.","53084","2779"
"침대 아래에는 괴물이 없다","침대 아래에는 괴물이 없다 #공포 #무서운이야기 #괴담 #도시괴담 #독백 #미스테리 #괴물.","34795","2331"
"너희 가는 이 길 세상이 미련하다 해도...","","23192","1240"
"이혼당할 위기에 처했을때 장모님이 저를 찾아오셨는데","썰 #사연 #40대 #50대 #이슈 #라디오 #라디오사연 #고민 #감동사연 #감동 #사이다사연 #사연라디오 이혼당할 위기에 처했을때 ...","24351","690"
"&#39;살아있네!&quot; 디스코음악은 이 노래로 끝! Staying Alive #7080팝송 #BeeGees","1977년 대중에게 큰 인기를 끌었던 디스코 음악을 팝의 주류로 자리매김하게 한 비지스의 히트곡은 'Staying Alive'입니다. '토요일 밤 ...","10623","283"
"요즘 자주 발견된다는 위기의 혹등고래 #shorts / KBS","플라스틱도 그렇지만, 어구로 인한 해양 생태계 파괴가 정말 심각합니다. ▣ 제보 하기 ◇ 카카오톡 : 'KBS제보' 검색 ◇ 전화 ...","7303","170"
"개 염소 닭이 공존하는? 산골 농장 #shorts","닭 잡는 개 또또와 할머니 할머니가 키우는 닭을 시시탐탐 노리며 사냥하는 개 또또에 대한 솔루션을 소개한다. 절경을 이루는 풍경의 ...","4897","150"
"2024-09-20 00:00:00","","-1","-1"
"X아이 같은 김래원이 마음에 든 익호 #프리즌","한석규 #김래원 #강신일 #이경영 #김성균 #정웅인 #조재윤 #신성록 #전배수 #프리즌 #영화.","2759619","30473"
"꿀젤리 모나카 늘리기 대회 @아람이","","460572","18300"
"손주라고 내가 니 봐줄 거 같드나? #shorts #재벌집막내아들 #송중기 #이성민","shorts #재벌집막내아들 #송중기 #이성민 #윤제문 #박지현 #김신록 #김도현.","220588","2313"
"요즘 피카츄 돈까스 가격","","133364","5859"
"이재명이 얼마나 높길래","shorts #한동훈 #윤석열 #이재명 #정청래.","87475","9074"
"다이빙 종목의 경기복장이 다른이유","다이빙 종목의 경기복장이 다른이유.","52882","726"
"임신하면 다 이런취급 받나요?","","32741","1309"
"다 찍어발라버려~!! 🍯 #춤추는큰서윤 #jjam #straykids #잼 #스트레이키즈 #춤추는곰돌 #춤추는현수 #afstarz #쇼츠 #댄스 #챌린지 #kpop #shorts","","18527","947"
"오랜만에 윤지가 포켓몬댄스를🐭?? #춤추는윤지 #포켓몬댄스 #kpop #dance #pokemon #챌린지 #shorts #댄스챌린지 #포켓몬챌린지 #춤추는곰돌#춤추는곰돌의랜덤댄스","It's been a while since Yunji did the Pokemon dance  ?? #춤추는윤지 #dance #챌린지 #shorts #유행 #랜덤플레이댄스 #challenge ...","10916","345"
"가동성챌린지ㅣ가능하신분 계신가요? #어깨가동성 #골반가동성","가동성챌린지ㅣ가능하신분 계신가요? #어깨가동성 #골반가동성 ❌절대 무리하지 마세요!❌ 진짜 쉬워보여서 당연히 될줄 알았는데 ...","8777","58"
"천장에서 빗물이...빌라 2·3층 주민 대피 / YTN","홍수특보가 발효된 충남 당진에서도 제보 들어왔습니다. 주택 내부인데요. 천장에서 물이 떨어져서 바가지가 다 찼고 바닥에도 온통 물 ...","3856","74"
"2024-09-19 00:00:00","","-1","-1"
"온 국민이 만든 전 세계 유일한 성공사례","","2467610","51252"
"친형제가 집안일을 지휘하는 법 #환브로","","352928","16877"
"Google Play | 창구는 앱·게임 스타트업 해외진출을 6년째 지원 중 ✨ | 중소벤처기업부 x 구글플레이 - Go Global편(15sH)","Google Play 창구는 대한민국 앱 · 게임 스타트업의 해외진출을 6년째 지원 중! ✨ ✓ 창구가 지원한 스타트업 560개 ✓ 창구를 통해 ...","239325","30"
"삐따기는 쌍둥이","","139021","19370"
"옴브리뉴 댄스 유행은 !?","옴브리뉴 #댄스챌린지 #챌린지 #옴브리뉴챌린지 #옴브리뉴댄스 #옴브리뉴댄스챌린지 #틱톡챌린지 #틱톡댄스.","95517","772"
"대답해 이 XX야!! 장혁의 극.대.노😡 [메소드 클럽] | KBS 방송","대답해 이 XX야!! 장혁의 극.대.노   #메소드클럽 #연기학원 #이수근 #이수지 #곽범 #백호 ...","151446","773"
"나율이 눈이 어디까지 커지나 보세요 ㅋㅋㅋ #블링방방 #댄서 #릴스 #댄스 #쇼츠 #챌린지 #AFstarz #춤추는곰돌 #춤추는현수 #춤추는나율","춤추는곰돌 #춤추는곰돌의랜덤댄스 #랜덤댄스 #randomdance #afstarz #kpop #dance #댄스 #댄스챌린지 안녕하세요 afstarz ...","43278","1835"
"??? : 기대값이 5조 일리가 없어..","유튜브 멤버십 가입 https://www.youtube.com/channel/UCGtmM9H6bLgGU53NclpiXtg/join ○치지직 ...","30585","167"
"😁🤣🤣🤣 bocil dateng #챌린지 #춤추는곰돌의랜덤댄스 #randomdance #afstarz #dance #kpop #춤추는곰돌 #댄스 #삐끼삐끼 #직캠","","14917","206"
"서진왕자 삐끼삐끼 댄스챌린지💛 #박서진 #삐끼삐끼 #챌린지 #크루즈 #shorts","","10000","1716"
"소정아 넌 귀여우니까 그냥 내가 사주는거야  #춤추는가원 #춤추는곰돌 ##춤추는현수 #랜덤플레이댄스 #서이브 #쿵쿵따 #마라탕후루 #댄스 #챌린지 #쇼츠 #틱톡 #afstarz","afstarz #춤추는가원 #서이브 #쿵쿵따 #마라탕후루 #마라탕 #탕후루 #탕탕후루후루 #dance #kpop #reels #shorts #challenge ...","5401","170"
"2024-09-18 00:00:00","","-1","-1"
"백종원이 평가하는 유튜버 승우아빠 요리 실력 ㄷㄷ.. #흑백요리사","넷플릭스 #요리 #백종원 #흑백요리사 제목은 '흑백요리사'입니다. 넷플릭스에서 시청 가능합니다. 넷플릭스 바로가기 ...","4552070","122865"
"&quot;문재인이 하면 선이고 윤석열이 하면 악이야?&quot; 김용현","젊은시각의 회원이 되어주세요! https://www.youtube.com/channel/UCuCECsh_wb-C4loI4xboWVw/join [문의·제보] ...","537121","35140"
"퍼포먼스가 화려한 요리사의 요리가 보류를 당한 이유 #흑백요리사","shorts #흑백요리사 #백종원 #안성재 #최현석 #최강록 #여경래 #정지선 #오세득 #박준우 #김승민.","238163","3003"
"살쭉빠 운동 4가지🔥 전신 다이어트운동 #전신다이어트 #다이어트운동 #써니요가줄넘기 #홈트는써니요가 #써니요가","","148144","3680"
"중고거래 할 때 특징 ㅋㅋ","shorts #웃긴영상 #유머 #고양이 #고양이밈 #해피캣 #밈 #meme #happycat.","97102","1256"
"이란에게 아랍이 왜 싫으냐고 묻자, 이란 외국인 반응ㅋㅋ #shorts","shorts #이란 #아랍 #중동 #이라크 #인터뷰 #토크쇼 #싸글톡 #외국인반응 #이란여자 #한국인.","60517","1017"
"손이 빨리 풀려 캐스팅이 나면 이렇게 해보세요! #골프레슨 #골프 #golf #골프스윙","","39825","840"
"문제 : 대세는 카리나 작사는 김이나 우리땐 카리나 아빠는 점이나 엄마는 땀이나 채니는 ? #shorts #퀴즈 #채니의놀고먹자","","29002","707"
"너는 이제  노예다![태경]","채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCEPuItFWOOJ2o5hTu65NlEg/join 태경 엄지 채널 ...","16466","879"
"결혼생활이 지칠 때 꼭 봤으면 하는 이경실 현실 조언 #관종언니 #이지혜 #이경실","풀영상은 '밉지않은 관종언니' 채널에서 볼 수 있습니다. [피가되고 살이되는 이지혜 왕언니들의 충고(이경실, 조혜련)] 원본 영상 ...","11206","201"
"호시탐탐 지켜보고있어요👀 대충뛰다 걸리지마세요🤭  #댄스챌린지 #틱톡 #챌린지 #시카노카 #김혜선","","6132","180"
"2024-09-17 00:00:00","","-1","-1"
"예? 연봉이 15억인데 아무도 안 하는 이유","예? 연봉이 15억인데 아무도 안 하는 이유 #shorts.","5406876","40549"
"북한의 96살 원로간부가 살아남는 방법","","712371","8014"
"대본이 아니고 속마음을... #코미디빅리그","shorts #코미디빅리그 코미디빅리그 514화 어서와 우리고을은 처음이지 편.","389291","2542"
"스치기만해도 깔끔하게 청소가되는 마법의 빗자루?! #말랑비 #빗자루 #청소","shorts #대청소 #살림 회사에서 리뷰하는 사람은 처음이지? Music provided by 브금대통령 Track : Vinyl records ...","211301","4681"
"효도하면 기분이 좋크든요,,,","","130442","6147"
"이상한 킬각이 나오는 매치업","leagueoflegends #zoe #outplayed #lol #추천 #롤 #매드무비 #리그오브레전드 #조이.","104447","3262"
"프로 골프 자세: 활 모양이며 왼쪽이 강합니다. Golf swing technique movements 🔻🔻🔻","","56092","560"
"[한국농수산TV] 우크라 전쟁...전장을 누비는 로봇개","우크라 전쟁...전장을 누비는 로봇개.","37827","988"
"💥떡, 빵, 면이 다이어트에 치명적인 이유😱 #다이어트 #비만","[ 닥터리TV 멤버십 가입 안내 ] 닥터리TV 멤버가 되시면 다양항 혜택을 누리실수 있으세요 (가입을 원하시면 아래 링크 클릭) ...","21941","429"
"여자들이 핸드폰 두개를 들고 다니는 이유. #shorts","여자들이 핸드폰 두개를 들고 다니는 이유. #shorts #아웃핏배틀코리아 #스트릿 #스트릿패션 #야외인터뷰 #인터뷰 #하우머치 #하우 ...","14537","143"
"나율이가 청주 랜플에서 추는 방탄!! #달려라방탄 #댄서 #릴스 #댄스 #쇼츠 #챌린지 #AFstarz #춤추는곰돌 #춤추는현수 #춤추는나율","춤추는곰돌 #춤추는곰돌의랜덤댄스 #랜덤댄스 #randomdance #afstarz #kpop #dance #댄스 #댄스챌린지 안녕하세요 afstarz ...","8712","847"
