"Title","Description"
"Which NBA Highlight Impressed You More? 🏀👀 (Steph Curry, Michael Jordan, &amp; More!)","Pick your NBA highlight! #nba."
"[Seoul &amp; Jin of BTS] Feel Soul Good - Episode3. FUN","Filled with K-Pop busking in Hongdae, refreshing Hangang River activities, and the stunning night view of Seoul from Seoul Sky!"
"The FBI infiltrated the Simpsons🚨 #simpsons #shorts","The FBI infiltrated the Simpsons   #simpsons #shorts."
"🚪Dadada with #BOYNEXTDOOR #SUNGHO #JAEHYUN 🐱🐶 #LE_SSERAFIM #KIMCHAEWON #LE_SSERAFIM_CRAZY #shorts",""
"📹abouTZU MV Behind #1 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway",""
"#RunAway 🏃‍♀ with #KIMJAEJOONG 🫶 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #김재중",""
"🧼Dadada with #KIMCHAEWON #SAKURA #HONGEUNCHAE 🫧#LE_SSEARFIM #르세라핌 #LE_SSEARFIM_CRAZY ⚡️ #shorts",""
"타고난 끼가 운명인가 봐✨ #NMIXX #HAEWON #BOYNEXTDOOR #보이넥스트도어 #명재현 #JAEHYUN  #NiceGuy #NiceGuy_Challenge","BND #JAEHYUN #BOYNEXTDOOR_19_99."
"#ELLA #MEOVVchallenge in #엠카운트다운 💜","ELLA #MEOVVchallenge in #엠카운트다운 More about MEOVV @ https://www.youtube.com/@MEOVV_OFFICIAL ..."
"타고난 끼가 운명인가 봐✨ #NMIXX #HAEWON #BOYNEXTDOOR #보이넥스트도어 #명재현 #JAEHYUN  #NiceGuy #NiceGuy_Challenge","BND #JAEHYUN #BOYNEXTDOOR_19_99."
"#ELLA #MEOVVchallenge in #엠카운트다운 💜","ELLA #MEOVVchallenge in #엠카운트다운 More about MEOVV @ https://www.youtube.com/@MEOVV_OFFICIAL ..."
"🏡1화 예고ㅣ차유 케미 세끼하우스 입주합니다 (ft. 웰컴 영웅)ㅣ삼시세끼 Light","삼시세끼Light #차승원 #유해진 10년째 같이 밥 먹는 사이! 차승원 x 유해진의 삼시세끼 스페셜 에디션 tvN 삼시세끼 Light 9/20 (금) ..."
"[10화 예고FULL] 정소민이 보냈던 신호를 놓쳤던 정해인, 후회 가득한 시간 #엄마친구아들 EP.10","티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f 오류 난 인생을 재부팅 하려는 여자와 그의 살아있는 흑역사인 '엄마친구 ..."
"C⚡️R⚡️A⚡️Z⚡️Y #LE_SSERAFIM #르세라핌 #LE_SSERAFIM_CRAZY ⚡️ #shorts",""
"#RunAway 🏃‍♀️ with #YUSHI 🏀 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #NCTWISH #유우시",""
"모녀전쟁 #aiki #아이키 #허니제이",""
"[유쓰] 차은우도 놓칠 수 없는 이런 아이폰 혜택, 유플러스는 기본이지","20대라면 주목! iPhone 16 Pro 사전예약 혜택! ✓ 차은우 한정판 굿즈 맥세이프 카드케이스, 보이스 포토카드 2종,카드 스티커, ..."
"재난 영화에 꼭 나오는 클리셰 특징","결말포함 #영화추천 #재난영화 드라마 영화 속 재난 상황에 꼭 나오는 클리셰 장면 풀버전은 영상 하단에 제목을 클릭해주세요!"
"it&#39;s a video.","Stream/Download Clancy: https://TOP.lnk.to/Clancy Order Clancy album: https://TOP.lnk.to/Clancy Twenty One Pilots - The Clancy ..."
"Me defienden 🥹👵👴 #humor #meme #babyyoda #abuelos",""
"얼굴 도둑",""
"We don’t run👟We don’t chase ‘em💨 #MEOVVchallenge","We don't run  We don't chase 'em   #MEOVVchallenge More about MEOVV @ https://www.youtube.com/@MEOVV_OFFICIAL ..."
"[주말 김치형의 뉴스하이킥] 김건희 여사 마포대교 &#39;시찰&#39; 논란 | 도이치 전주 방조혐의 유죄, 김여사는? | MBC 240915 방송","24/9/15(일) 김치형의 뉴스하이킥 1-2부 [찐텐정치] - 윤기찬, 이동학, 김용남 - 윤 대통령-김건희 여사 '추석 인사' 영상 공개 - 김건희 ..."
"Me Pelee con Un Niño Por UNA GORRA 😱😱",""
"여동생만 유전자가 다르다는 확실한 증거ㅋㅋㅋㅋㅋㅋ","shorts."
"The Most Beautiful Version Of Spider-Man&#39;s Origin.","The Most Beautiful Version Of Spider-Man's Origin. #shorts #spiderman #marvel."
"/ᐠ. ｡.ᐟ\ᵐᵉᵒʷˎˊ˗💙 #MEOVVchallenge","ᐠ. ｡.ᐟ\ᵐᵉᵒʷˎˊ˗   #MEOVVchallengeMore about MEOVV @ https://www.youtube.com/@MEOVV_OFFICIAL ..."
"Another snack plate",""
"The most simple lunch in Japan",""
"Fit check with Harper #marper #maddoxbatson #harperzilmer #fitcheck #newmusic #countrymusic",""
"ESTO PASA HASTA ATRÁS DEL SALÓN","Tiktok: https://www.tiktok.com/@elheadroom Twitch: https://www.twitch.tv/el_headroom Discord: ..."
"Is It The Real Person Or Their Look-Alike?","Get Merch: https://bucha.shop Become a Member: https://www.youtube.com/channel/UCWBWgCD4oAqT3hUeq40SCUw/join ..."
"coisas NOJENTAS que atores tiveram que fazer pra papéis",""
"Comer pizza en Corea de norte está prohibido y por ver un tutorial vas a carcel 🇰🇵🤔 #Shorts",""
"사회는 거칠어요 #shorts",""
"Did i miss anything?! ✨😍 #donuts #donutshop #vegas #food #Pink #baker #couturedonuts #womenowned",""
"경기도민의 일상","choo__chooo @무명감독박성용."
"🎤Dadada with #문성현 #한유진 #이서 ✨ #인기가요 #Inkigayo #LE_SSERAFIM #르세라핌 #HONGEUNCHAE #홍은채 #LE_SSERAFIM_CRAZY",""
"What a perfect day😎 #LE_SSERAFIM #르세라핌 #LE_SSERAFIM_CRAZY ⚡️ #shorts",""
"[엔믹스] 엠카 막방 무대에서 제대로 신난 오해원 ㅋㅋㅋㅋ","[엔믹스] 엠카 막방 무대에서 제대로 신난 오해원 ㅋㅋㅋㅋ [240912 엠카운트다운 별별별 무대] #엔믹스 #NMIXX #해원 #릴리 #설윤 ..."
"쯔냥이 Run🏃‍♀️run away💖 #쯔위 #이사배 #TZUYU #TWICE #RISABAE",""
"짱구 가족 그잡채",""
"Ramen Chicken Tenders (7/30)",""
"🕶️Act like #LEEJUNG #리정 🫦 #LE_SSERAFIM #르세라핌 #KIMCHAEWON #김채원 #LE_SSERAFIM_CRAZY ⚡️ #shorts",""
"Roblox Hallway Taunt #roblox #robloxanimation #recommended #potemer",""
"POV: the color challenge is d3adly…(PART4) #shortsfeed #pov #colorchallenge",""
"🚨Ｅｍｅｒｇｅｎｃｙ🚨 #IVE #아이브 #JANGWONYOUNG #장원영 #Shorts",""
"너 재능있어 계속해",""
"모르는 곳에서 카드 결제됐을 때 해결법",""
"Two Brits try Green Fried Tomatoes for the first time!","Check out our latest JOLLY merch at http://getjolly.store Click here to buy Josh's bestselling autobiography!"
"외계인이다!!","숏츠 #쇼츠 #shorts #southkoreanpark #사우스코리안파크."
"Legends Still Got it ❤️","Legends Still Got it ❤️ #footballshorts #soccershorts."
"👉에이스 사망소식을 본 야마토의 반응 (원피스 명장면)","에이스의 비브르카드 #원피스 #shorts."
"Guess the Beat Challenge 🤔 #beatbox #beatboxchallenge","Guess the Beat Challenge #beatbox #beatboxchallenge #guessthebeat #guessthesound."
"Gracias por sus videos, siempre los estamos viendo #odalysjm #dafnnejm #hermanasjm #editshermanasjm",""
"What Kids See Vs. What Parents See (Part 8) #Shorts","What Kids See Vs. What Parents See (Part 8) #Shorts."
"💛Dadada with #YENA #최예나 #예나 🤣 #LE_SSERAFIM #르세라핌 #KIMCHAEWON #김채원 #LE_SSERAFIM_CRAZY ⚡️ #shorts",""
"BLOCK B behind the scenes 🔜Tomorrow 10PM @ZICOOFFICIAL  YT",""
"Cómo Ganar Dinero Sin Hacer Nada 💵",""
"This One Weird Trick Makes Jessica Chastain’s Skin Look Better","While getting ready, Jessica Chastain talks about the benefits of a bit of face slapping Still haven't subscribed to Vogue on ..."
"까까 열 개 사주게 되...",""
"뛰는 시청자 위 나는 쿠빈 #shorts","쿠빈 아프리카 https://bj.afreecatv.com/kubin970515 쿠빈 멤버쉽 ..."
"UNNIE LINE VS MAKNAE LINE ❣️ #blackpink #shorts",""
"🚨[주말 편의점] 20% 취임 후 최저, ‘반개혁 저항’탓? 김건희 녹취 터지면 윤정권 &#39;암전&#39;","[주말 편의점] 20% 취임 후 최저, '반개혁 저항'탓? 김건희 녹취 터지면 윤정권 '암전' #김종대 #김용남 #민형배 #김봉신 #신장식 ..."
"Намёк для @saiho33",""
"EL NUEVO PERFIL DEL DUEÑO DE GARENA💔","CORREO PUBLICIDAD: myjhaelr@gmail.com iNSTAGRAM: tayson.free CONFIGURACIÓN PERFECTA para SAMSUNG A3,A5 ..."
"When Luka met the Warriors 😭💀","TikTok: https://www.tiktok.com/@gdfactoryclips TikTok 2: https://www.tiktok.com/@gdextraclips Instagram: ..."
"두바이 초콜릿 + 카드지갑","diy #fakefood."
"Guess the Beat Challenge 🤔 #beatbox #beatboxchallenge","Guess the Beat Challenge #beatbox #beatboxchallenge #guessthebeat #guessthesound."
"[유플닷컴] 차은우도 놓칠 수 없는 이런 아이폰 혜택, 유플러스는 기본이지","유플러스만의 iPhone 16 Pro 혜택 차은우도 놓칠 수 없으니까- iPhone 16 Pro를 가장 빠르게! 가장 편하게! 가장 합리적인 가격으로 ..."
"VERLY NO ESTÚDIO #musica #music #verly",""
"아이폰16프로 오늘나왔습니다^_^*","보겸TV."
"10초 만에 두 번 나락가는 방법","공식 카페 : https://cafe.naver.com/physicalgallery □ 비즈니스 문의 : physicalgallery500@gmail.com □ 인스타그램 ..."
"남편이 멋있어 보일 때","다음 10마리도 남았어 오빠 #꽃게찜 #요리 #집밥 #야식."
"짬차이 보여주는 유격훈련 다음날 아침 #신병2 #군대",""
"В ЭТОМ ПВЗ НА ТЕЛЕФОНЫ - ДАЖЕ ПУФГРИБ ИМБА!",""
"멧돼지 습격시 대처법은...",""
"Beatbox Hunch Game 👄 #beatbox #beatboxchallenge","Beatbox Hunch Game #beatbox #beatboxchallenge #beatboxhunchgame #beatpellahouse."
"I GOT EMBARRASSED 😳 #grwm #dresstoimpress #storytime #roblox #makeup",""
"귀뚜라미를 차마 먹지 못한 이유 ㅋㅋ","웃긴썰 #웃긴영상 #웃긴댓글 #유머글 #웃긴숏츠 #웃긴더빙 #웃참 #깃털유머 #유머글 #유머 #유머영상 ▭▭▭▭▭사용하시려면 ..."
"제대로 거울 치료 당한 보넥도 반응 #shorts","미미미누 #보이넥스트도어 #BOYNEXTDOOR Copyright C SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지."
"예민해도 되는데 너무 착한 장애견 불독, 마중 나가서 돌아올 힘이 없어지자 #shorts","장애견이라도 괜찮아 하루아침에 다리를 잃은 개, 원두. 하반신 마비를 앓고 있어 가족의 도움 없이는 기본적인 배변 활동조차 할 수 ..."
"[KB손해보험 다이렉트] KB다이렉트만 기억해ㅣ만기왔다이렉트 편","한 번 들으면 귀에 계속해서 맴도는 만기왔다이렉트~ 만기왔다이렉트♪ 자동차 운전자라면 누구에게나 찾아오는 만기! 만기오면 ..."
"고양이 말을 알아듣는 막내아들 #감동썰 #shorts","고양이 말을 알아듣는 막내아들."
"유행이 너무 빠른 1년 후",""
"7만원 주문제작 케이크 상태가ㅋㅋㅋ.jpg","Shorts 쇼츠 구독하기, 좋아요 한번씩 눌러주시면 너무 감사하겠습니다 ㅎ_ㅎ ▷ https://goo.gl/c21mgR ◁구독하기! 똘킹 유튜브 채널 ..."
"개같은 개발자","우주하마 UZUHAMA 개같은 개발자 우주하마 팬카페 https://cafe.naver.com/uzuhama 우주하마 치지직 ..."
"Pass or fail?🤔 #beatbox #beatboxchallenge","Pass or fail?   #beatbox #beatboxchallenge #trythis #beatpellahouse #trythis."
"Seungbin or Cha Eunwoo?",""
"भारत बंद करो #tigeryadav #comedyvideo #sabir #up pulish",""
"아이폰16프로 1억5천만원주고사러 애플코리아 찾아갔습니다","보겸TV 애플 아이폰 Apple."
"&quot;정치의 힘은 모욕과 능멸에서 나오는 게 아니다&quot; 한덕수","젊은시각의 회원이 되어주세요! https://www.youtube.com/channel/UCuCECsh_wb-C4loI4xboWVw/join [문의·제보] ..."
"How to never be late⏰","애니메이션 #animation #memes."
"얼굴이 입이 된다고?? 🧐 일러스트 밈 검증해 봄!! @atam_illust","顔が口になるらしい...?! #検証 #チャレンジ #イラスト."
"When You Try To Slam The Bathroom Door 😂","Sup fam! Thanks for watching my video Subscribe for more and share it with your friends! IG: @ianboggz EMAIL: ..."
"Charlie Kirk ANNIHILATES Smart-Aleck Student Accusing Him of Propaganda 🚨🔥🔥","charliekirk #shorts #2024."
"갑자기 강아지 뒤집는 설쌤","왜그러냥 귀엽개의 영상을 빠르게 보아요! → https://www.youtube.com/@EBSx ✔️EBS의 영상을 더 보고싶다면?"
"Returning To The Korean Convenience Store!",""
"How to never be late⏰","애니메이션 #animation #memes."
"갑자기 강아지 뒤집는 설쌤","왜그러냥 귀엽개의 영상을 빠르게 보아요! → https://www.youtube.com/@EBSx ✔️EBS의 영상을 더 보고싶다면?"
"잘못 배운 아이 예쁘다✋","박채유씨 해명 부탁드립니다."
"귀뚜라미를 차마 먹지 못한 이유 ㅋㅋ","웃긴썰 #웃긴영상 #웃긴댓글 #유머글 #웃긴숏츠 #웃긴더빙 #웃참 #깃털유머 #유머글 #유머 #유머영상 ▭▭▭▭▭사용하시려면 ..."
"예민해도 되는데 너무 착한 장애견 불독, 마중 나가서 돌아올 힘이 없어지자 #shorts","장애견이라도 괜찮아 하루아침에 다리를 잃은 개, 원두. 하반신 마비를 앓고 있어 가족의 도움 없이는 기본적인 배변 활동조차 할 수 ..."
"Kia Owner Meets Tata Owner","Confused which car to buy? Book your call time with us: https://motoroctane.com/car-consultancy Want us to review your car/bike?"
"아이폰16프로 1억5천만원주고사러 애플코리아 찾아갔습니다","보겸TV 애플 아이폰 Apple."
"Returning To The Korean Convenience Store!",""
"이러다 뇌사라고!!","소방서옆경찰서 #김래원 #손호준 #공승연 #이우제 #한국 #한국드라마 #Police station next to fire station #Kim Rae-won #Son ..."
"ЛЮТЫЕ ГИБРИДЫ ГОРОХОСТРЕЛА В PVZ МОД НА ТЕЛЕФОН!",""
"when your best friend is hallucinating","memes #funny #shorts https://solo.to/specular business: specularbusiness@gmail.com."
"Jisoo and Felix (Stray Kids) interactuando at show Tommy Hilfiger #blackpink #jisoo",""
"Two Brits shocked by Southern-style Beans!","Check out our latest JOLLY merch at http://getjolly.store Click here to buy Josh's bestselling autobiography!"
"족발 보쌈집 마늘소스 비밀?!","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"What’s the most psychopathic thing your ex has ever done?",""
"길 가다가 여친 발견 했을 때ㅋㅋㅋㅋㅋ",""
"티원 월즈 진출 못했으면 어떡할 뻔 했냐",""
"다이소에서 제발.. 꼭! 사세요🔥 화알못 필수! 숨은꿀템 3가지 추천",""
"Kanmani Anbudan | From 16th September 2024 - Promo 1","""கண்மணி அன்புடன்"".. செப்டம்பர் 16 முதல் திங்கள் - சனி மதியம் 2 மணிக்கு ."
"추석 특선 브로맨스 꼬리곰탕",""
"This FROZEN TANGHULU is a chocolate lover&#39;s dream!","This FROZEN TANGHULU is a chocolate lover's dream! ✨Recipe: Fruit of Choice Iced Flavored Milk Directions: 1. Skewer your ..."
"El Estafador Fue Estafado","shorts."
"How are they so strong 😭   @AndraGoganRo  #sofimanassyan #friends #relatable",""
"여동생이 하는짓 다 따라해서 참교육시켜주기ㅋㅋㅋㅋㅋㅋ","shorts."
"37. 냉장고로 삼시세끼",""
"보험왕 1년후",""
"주인 죽나 확인하는 미어캣","재밌는동영상 #동물 #강아지 #재밌는동영상 #동물 #웃긴짤 #고슴도치 #반려동물 #웃긴짤 #고슴도치 #반려동물 #웃긴영상 #미어캣 ..."
"Mind Reading Challenge 👀#beatbox #beatboxchallenge #mindreadingchallenge #challenge","Mind Reading Challenge #beatbox #beatboxchallenge #mindreadingchallenge #challenge."
"재수할때 초등학생 동생이 준 편지 #감동썰 #shorts","재수할때 초등학생 동생이 준 편지."
"SNL| F에게 가스라이T 당한 T들의 역대급 반란",""
"Count it ✔🎵 #beatbox #beatboxchallenge","Count it ✓   #beatbox #beatboxchallenge #beatpellahouse."
"블락비 닐리리맘보 (2024 연습실 ver) #BLOCKB #블락비 #ZICO #지코 #shorts",""
"비만 오면 안보이던 차선.. 비리 때문이었다","군림보 채널을 찾아주셔서 감사합니다. 좋은하루 되세요!! ▷군림보 인스타 : https://bit.ly/2YgJDTj ▷군림보의 생방송 ..."
"지금 아는사람만 무료로 쓰고있네요ㄷㄷ (통신사,요금제 상관없음)","스마트폰 #갤럭시 #아이폰 #중고폰 #초기화 #개인정보 #우리동네중고폰 #중고폰 #중고폰안심센터 #LGU+ #1분미만 #꿀팁 #정보 ."
"ハリネズミには恩人の男性","1分間、韓国の物語り、またはさまざまな世間話をします！ 今回のエピソードはハリネズミを偶然拾って育てることになったが、 ..."
"뭐야? 볼 때마다 기분 나쁘게 #이웃사람","이웃사람 #김윤진 #마동석 #김성균 #천호진 #김새론 #임하룡 #장영남."
"만취운전 20대, 신호등 &#39;쾅&#39;…택시 덮쳐 승객들 날벼락 / JTBC News","오늘 새벽 3시쯤 전북 정읍시의 한 사거리에서 20대 남성이 몰던 차량이 신호등을 들이 받았습니다. 신호등이 쓰러지면서 근처에 있던 ..."
"인간 클라이밍⁉️😱 human climbing","URE - Life is a challenge 수업 안내 Class Information https://1llusion.modoo.at/ 온라인 클래스 Online Class ..."
"라면 이름만 32글자 ..! 겸사겸사 남긴 소세지도 처리합니다",""
"남해고속도로 순천 방면서 3중 추돌 사고...5명 이송 / YTN","오늘(15일) 낮 12시쯤 경남 사천시 축동면 남해고속도로 순천 방면 도로에서 SUV 등 차량 4대가 잇따라 추돌했습니다. 이 사고로 5 ..."
"7살 딸이 산타를 안 믿는 이유 #shorts #유머짤시리즈","7살 딸이 산타를 안 믿는 이유."
"큰 오해를 사버린 남자",""
"MZ 결계 #런닝맨","런닝맨 #717회 #Runningman #아무run #sbs방송."
"요아정, 직접 만들어먹어도 후회 없을겁니다.","shorts #쇼츠."
"Ranking SIDEMEN Chicken!",""
"Moni CAR ah odachita 😱🚙 #shorts #shortvideo #shortsfeed #trending #car #funny #comedy",""
"Chaithra is so worried that Tara will steal “her” dress 😂 || Full video👆 #chaithratara  #baby",""
"미국 전투기의 수상한 킬마크","군림보 채널을 찾아주셔서 감사합니다. 좋은하루 되세요!! ▷군림보 인스타 : https://bit.ly/2YgJDTj ▷군림보의 생방송 ..."
"명절이 기다려지는 대참사 모음ㅋㅋ","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"Ghezzal v Serdar Saatçi 😳 #beşiktaş",""
"신기한 호랑이 귀의 비밀","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"아 이런거 아무나 안 알려주는뎅ㅋ",""
"시켜줘 김정우 떡뻥 매니저 #shorts","슈돌 가족 및 출연진을 향한 무분별한 욕설과 과도한 비방이 담긴 댓글은 출연자 보호 차원에서 삭제될 수 있습니다. ─ [슈퍼맨이 돌아 ..."
"Эксперт по обезжириванию 💀",""
"세상에서 가장 특이한 술 종류","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"&#39;아 이 컨 텍&#39; 이주은(Lee Ju-Eun)치어리더","직캠 #fancam #치어리더 #korean #leejueun 채널에 가입하여 혜택을 누려보세요."
"무한파도 핵 티모","비즈니스 문의 : xordn123456@naver.com *방송 : https://chzzk.naver.com/a213532964452f5609e0992716ccfe5a *구독하기 ..."
"나는 아직도 엄마가 무서워🥶 지금의 세찬이를 있게 한 어머니의 두툼한 손 #Shorts | 런닝맨 | SBS","아들 둘 있는 어머니는 맹금류를 맨손으로 잡아 #유재석 #지석진 #김종국 #하하 #송지효 #양세찬 #지예은 #SBS일요예능 #일요예능 ..."
"&#39;보이는 보험&#39; 맞춤상담 편 | 삼성화재 TVCF (15초)","삼성화재는 고객 맞춤형 상담 서비스로 필요한 순간 고객 가장 가까이에서 일상을 지킵니다. #삼성화재 #삼성화재광고 #보이는보험_ ..."
"모이자. 꿈꾸자. LG전자 앰버서더❤","LG전자를 좋아하고, 응원하는 사람 모여라. 이제는 소통하며 꿈을 펼칠 시간! LG전자는 지금 영상 크리에이터 ❤LG전자 앰버서더❤ ..."
"Decían que era imposible🥺",""
"천안에 대해 당신이 몰랐던 사실",""
"Rank 30 Leon Guide",""
"私が宇宙人のハーフだと信じた理由","1分間、韓国の物語り、またはさまざまな世間話をします！ 今回のエピソードは幼い頃、母親のいたずらのせいで自分が宇宙人の ..."
"영업력 있는 변호사? 두둥 전은호 등장. #shorts #굿파트너 #goodpartner","굿파트너 #장나라 #남지현 #김준한 #표지훈 #편집자키키 SBS 금토드라마 '굿파트너(goodpartner)' ☞ 금, 토 밤 10시 본방송 ..."
"엄마도?","2024년 08월 22일 방송분 (https://www.youtube.com/live/3JP54k74peg?si=xo8WTndWN7PHY832)"
"30년 전 명절 고속도로 체감하기","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"SIBLINGS 🙄 AM I RIGHT?! 😂 #shorts | Amalia Triple Charm",""
"치명적인 후유증이 남는 책을 읽어봤습니다",""
"엄마도?","2024년 08월 22일 방송분 (https://www.youtube.com/live/3JP54k74peg?si=xo8WTndWN7PHY832)"
"30년 전 명절 고속도로 체감하기","김블루 VIP멤버쉽 가입하기!! : https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ/join 》김블루 시청자 디코 ..."
"치명적인 후유증이 남는 책을 읽어봤습니다",""
"이 영상을 본 후, 우리는 무슨 말을 할 수 있을까 #JTBC #Shorts","수년 동안 바닷속을 누빈 한 스쿠버다이버가 ""다이빙 시작하고 가장 슬픈 장면""이라며 공개한 영상이 있습니다. [화면제공] 시청자 ..."
"Geometry Dash: Jump Over The Rocks To Win! #shorts","geometrydash $10000 MrBeast Geometry Dash Best Player KaiGuy ItzBran Funny 2.2 Pro Player Noob Pro Hacker Impossible ..."
"고도로 발달한 컨셉",""
"아이구아이구이거이거 살아가것나 이거 #남해 #고양이 #cat #길고양이 #어촌",""
"[오늘 이 뉴스]  해운대 인도 돌진한 벤츠 ..행인 2명 심정지 &#39;날벼락&#39; (2024.09.12/MBC뉴스)","부산 #벤츠 #부산소방 #MBC 스 #뉴스데스크 #MBC뉴스 #뉴스투데이 #뉴스ZIP #뉴스꾹 #오늘이뉴스 #자막뉴스 c MBC & iMBC ..."
"70만원으로 4억 아낀 공공기관","군림보 채널을 찾아주셔서 감사합니다. 좋은하루 되세요!! ▷군림보 인스타 : https://bit.ly/2YgJDTj ▷군림보의 생방송 ..."
"군생활 최악의 작업","군림보 채널을 찾아주셔서 감사합니다. 좋은하루 되세요!! ▷군림보 인스타 : https://bit.ly/2YgJDTj ▷군림보의 생방송 ..."
"스웨디시 젤리가 널려있는 곳","스웨덴캔디 #asmr #vlog 맛은 있는데 돈 아깝...."
"돈만 밝히는 줄 알았던 집주인의 반전 #식샤를합시다2","shorts #식샤를합시다2 #식샤를합시다 #윤두준 #서현진 #권율 #김지영 #김희원 #황석정 #조은지 #황승언 #이주승 #태인호."
